nhom_bds_lon,nhom_bds,loai_bds,quan_huyen,ten_duong,dia_chi,gia(ty),trieu/m2,dien_tich(m2),ngang (m),doc (m),huong,phap_ly,so_tang,so_phong_ngu,so_wc,tieu_de,nguon
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ,1.25,24.50980392156863,51.0,0.0,0.0,Tây,Đang cập nhật,9,2,2,Bán căn góc tầng 9 chung cư simona Võ Văn Dũng và Hoàng Văn Thụ diện tích 51 m² giá 1ty250,https://alonhadat.com.vn/ban-lo-dat-mat-tien-duong-hoang-van-thu-lo-gioi-12m-dt-85m2-ngang-5-2m-no-hau-gia-7ty-17021871.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Mai Xuân Thưởng,Đường Mai Xuân Thưởng,13.85,144.27083333333334,96.0,4.0,24.0,Chưa xác định,Đang cập nhật,3,4,3,Bán nhà 3 tầng mặt tiền Mai Xuân Thưởng – trung tâm quy nhơn,https://alonhadat.com.vn/-ban-nha-3-tang-mat-tien-mai-xuan-thuong-trung-tam-quy-nhon-18262367.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Hoa Lư,Đường Hoa Lư 89 m² và 108 m² và góc 128 m² hôm nay 👉👉căn 1: bán nhà cấp 4 mặt tiền đường Hoa Lư diện tích: 108 m² ngang 5 m nhà xây kiểu quán cafe kinh doanh khu view sông thoáng mát,6.0,55.55555555555556,108.0,5.0,21.6,Tây,Đang cập nhật,3,3,3,Bán nhà mặt tiền đường Hoa Lư 89 m² và 108 m² và góc 128 m²,https://alonhadat.com.vn/ban-nha-3-me-duong-pham-ho-noi-bo-nguyen-thai-hoc-khu-an-phu-51m2-14040428.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Diên Hồng,Đường Diên Hồng gần trụ sở ngân hàng bidv diện tích: 40 m² ngang 4,3.35,83.75,40.0,4.4,9.1,Đông,Đang cập nhật,3,3,3,Bán nhà hẻm Diên Hồng 40 m² gần ngân hàng bidv,https://alonhadat.com.vn/ban-nha-hem-dien-hong-40m2-gan-ngan-hang-bidv-16627459.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Đường ...... << xem chi tiết >> 15m3 tầng4 phòng ngủ giá: 2,2.65,32.71604938271605,81.0,4.5,18.0,Đông,Đang cập nhật,3,4,3,"Bán 3 căn mặt tiền gần kđt Long Vân và fpt, phường.quy nhơn bắc - diện tích 72 m², 81 m², 122 m²",https://alonhadat.com.vn/-ban-2-lo-lien-ke-mat-tien-a1-kdt-tdc-de-dong-18357139.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Phạm Thị Đào,Đường Phạm Thị Đào,5.5,68.75,80.0,7.0,20.0,Chưa xác định,Đang cập nhật,3,5,4,[cần bán nhanh] nhà phố richmond quy nhơn – giá rẻ nhất thị trường!,https://alonhadat.com.vn/-can-ban-nhanh-nha-pho-richmond-quy-nhon-gia-re-nhat-thi-truong--17609413.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Không rõ,Không rõ,1.9,19.0,100.0,5.0,20.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán đất khu đô thị tân an reverside an nhơn. diện tích 100 m². lộ giới 19 m, trục chính.",https://alonhadat.com.vn/ban-dat-khu-do-thi-tan-an-reverside-an-nhon-dien-tich-100m2-lo-gioi-18m-truc-chinh--18348785.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ & Lý Thái Tổ,2.0,34.48275862068966,58.0,6.0,10.0,Tây,Đang cập nhật,25,2,2,Phú tài 2 - căn hộ cao cấp - trung tâm thành phố - sở hữu lâu dài,https://alonhadat.com.vn/phu-tai-2-can-ho-cao-cap-trung-tam-tp-so-huu-lau-dai-18381918.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hà Huy Tập,Đường Nội Bộ Hà Huy Tập,6.3,100.0,63.0,4.8,13.0,Tây,Sổ đỏ,3,3,3,Bán nhà nội bộ ô tô Hà Huy Tập 63 m²,https://alonhadat.com.vn/ban-nha-mat-tien-duong-lam-van-that-95m2-17057708.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Hữu Tiến,Đường Nguyễn Hữu Tiến 45 m² hôm nay cần tiền nên bán gấp bán căn nhà 1 mê rưỡi nguyên,3.1,68.88888888888889,45.0,3.0,15.0,Chưa xác định,Đang cập nhật,2,3,2,Bán nhà mặt tiền đường Nguyễn Hữu Tiến 45 m²,https://alonhadat.com.vn/ban-dat-dang-lam-xuong-duong-so-2-song-song-dien-bien-phu-224m2-13540945.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,3.55,44.375,80.0,5.0,16.0,Tây,Đang cập nhật,0,0,0,Bán đất lô góc và lô ống khu đấu giá gara quyền,https://alonhadat.com.vn/dat-73-1m2-ngang-5m-huong-dong-nam-duong-hoang-van-thai-khu-vuc-ha-thanh-tp-quy-nhon-7329737.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Bùi Thị Xuân,Đường Nội Bộ Giáp Văn Cương - diện tích 85 m² ngang 5 - giá 1 tỷ 280tr hôm nay 🏡 bán nhà hẻm ô tô giáp văn cương – Bùi Thị Xuân,1.35,15.882352941176471,85.0,5.0,17.0,Bắc,Đang cập nhật,3,2,3,Cần bán nhà cấp 4 còn mới đường Nội Bộ Giáp Văn Cương - diện tích 85 m² ngang 5 - giá 1 tỷ 280tr,https://alonhadat.com.vn/-ban-nha-3-me-mat-tien-duong-thanh-nien-p-quy-nhon-p-quang-trung-cu-dt-49m2-16916839.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Thoại Ngọc Hầu,Đường Thoại Ngọc Hầu,5.5,29.25531914893617,188.0,7.5,25.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán đất mặt tiền đường Thoại Ngọc Hầu, quy nhơn. giá rẻ",https://alonhadat.com.vn/ban-dat-mat-tien-duong-thoai-ngoc-hau-quy-nhon-gia-re-17685658.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Diên Hồng,Đường Diên Hồng,6.0,75.0,80.0,5.0,16.0,Chưa xác định,Đang cập nhật,1,2,3,Bán nhà cạnh siêu thị coopmart - gần Lê Duẩn trường chinh - 80 m² - ngang 5 m 6 tỷ,https://alonhadat.com.vn/-ban-nha-canh-sieu-thi-coopmart-gan-le-duan-truong-chinh-80m2-ngang-5m-6-ty-18293973.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Ghềnh Ráng,Đường gần lê công miễn - khu Ghềnh Ráng - gần biển quy nhơn hôm qua bán biệt thự 3 tầng mặt tiền đường gần lê công miễn - khu Ghềnh Ráng - quy nhơn 💥 vị trí: gần biển,13.8,68.31683168316832,202.0,0.0,0.0,Chưa xác định,Đang cập nhật,3,5,6,Bán nhà 3 tầng mặt tiền đường gần lê công miễn - khu Ghềnh Ráng - gần biển quy nhơn,https://alonhadat.com.vn/ban-nha-3-tang-mat-tien-duong-gan-le-cong-mien-khu-ghenh-rang-gan-bien-quy-nhon-18660230.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,5.5,78.57142857142857,70.0,5.0,14.0,Chưa xác định,Sổ hồng,4,4,4,Siêu phẩm nhà phố phú gia royal park - gần biển - sổ hồng lâu dài - tiện ích đẳng cấp,https://alonhadat.com.vn/sieu-pham-nha-pho-phu-gia-royal-park-gan-bien-so-hong-lau-dai-tien-ich-dang-cap-17513019.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Ngô Mây,Đường Ngô Mây 69 m² và 83 m² hôm nay 👉👉 căn 1: bán nhà vị trí vip,3.4,49.27536231884058,69.0,6.2,11.2,Tây,Đang cập nhật,2,3,3,Bán nhà hẻm rộng đường Ngô Mây 69 m² và 83 m²,https://alonhadat.com.vn/ban-lo-dat-duong-pham-ngoc-thao-cau-1-ha-thanh-100m2-15496938.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Không rõ,Không rõ,1.8,20.0,90.0,5.0,18.0,Đông,Đang cập nhật,0,0,0,"Cần bán lô đất thuộc khu phố phú hậu, thị trấn cát tiến, huyện phù cát, tỉnh bình định.",https://alonhadat.com.vn/can-ban-lo-dat-thuoc-khu-pho-phu-hau-thi-tran-cat-tien-huyen-phu-cat-tinh-binh-dinh--14480029.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học,6.5,71.42857142857143,91.0,3.1,27.0,Chưa xác định,Đang cập nhật,3,3,3,"Cần bán nhà mặt tiền 278 đường Nguyễn Thái Học, phường Ngô Mây, thành phố quy nhơn",https://alonhadat.com.vn/can-ban-nha-mat-tien-278-duong-nguyen-thai-hoc-phuong-ngo-may-thanh-pho-quy-nhon-15069009.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ,3.5,41.666666666666664,84.0,5.0,19.0,Tây,Đang cập nhật,3,4,3,Bán nhà hẻm cạn 70 Hoàng Văn Thụ - trung tâm quy nhơn - giá cực tốt,https://alonhadat.com.vn/ban-nha-hem-can-70-hoang-van-thu-trung-tam-quy-nhon-gia-cuc-tot-18468339.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Trãi,Đường Nội Bộ Nguyễn Trãi,4.5,39.473684210526315,114.0,4.5,25.0,Nam,Đang cập nhật,3,2,3,"Bán nhà cấp 4 đường Nội Bộ Nguyễn Trãi, đường rộng 4 m - diện tích 113,5 m² ngang 4,5 m - giá 4,5tỷ",https://alonhadat.com.vn/-ban-nha-me-lo-mat-tien-nguyen-hien-ha-thanh-1-quy-nhon-18338882.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Không rõ,Đường 639 xã đề gi hôm nay sang phiếu lô góc - mặt tiền đường 639 xã đề gi - diện tích: 187.5 m2,3.95,21.01063829787234,188.0,10.0,20.0,Chưa xác định,Đang cập nhật,0,0,0,Sang phiếu lô góc - mặt tiền đường 639 xã đề gi,https://alonhadat.com.vn/sang-phieu-lo-goc-mat-tien-duong-639-xa-de-gi-18664344.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Trần Thị Kỷ,Đường Trần Thị Kỷ – khu dân cư yên tĩnh,4.2,47.72727272727273,88.0,5.3,16.6,Đông,Đang cập nhật,1,3,3,"Bán nhà 1 mê hẻm rộng – Trần Thị Kỷ, quy nhơn nam",https://alonhadat.com.vn/-ban-nha-1-me-hem-rong-tran-thi-ky-quy-nhon-nam-18437915.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Nhạc,Đường Nguyễn Nhạc,11.0,79.13669064748201,139.0,9.0,15.5,Chưa xác định,Đang cập nhật,2,3,3,"Cần bán căn nhà tâm huyết,mặt tiền đường Nguyễn Nhạc, thành phố quy nhơn, tỉnh bình định.",https://alonhadat.com.vn/can-ban-can-nha-tam-huyet-mat-tien-duong-nguyen-nhac-thanh-pho-quy-nhon-tinh-binh-dinh--16009260.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,2.2,34.375,64.0,4.0,16.0,Chưa xác định,Đang cập nhật,0,0,0,Bán lô đất khu dân cư núi mồ côi - nhơn phú,https://alonhadat.com.vn/ban-lo-dat-khu-dan-cu-nui-mo-coi-nhon-phu-18452985.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Ngô Mây,Đường Ngô Mây,25.0,179.85611510791367,139.0,6.2,22.4,Tây,Đang cập nhật,3,3,3,"Bán nhà 3 mê – mặt tiền Ngô Mây, trung tâm thành phố quy nhơn",https://alonhadat.com.vn/-ban-nha-3-me-mat-tien-ngo-may-trung-tam-tp-quy-nhon--18295223.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Cần Vương,Đường Cần Vương 46 m² hôm nay cần bán 1 căn nhà mê lỡ 46,2.5,54.34782608695652,46.0,3.4,13.4,Tây,Đang cập nhật,1,2,3,Bán nhà mê lỡ hẻm đường Cần Vương 46 m²,https://alonhadat.com.vn/ban-nha-me-lo-hem-duong-can-vuong-46m2-12486767.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hai Bà Trưng,Đường Nội Bộ Hai ô tô 6 m Trần Văn Ơn,8.9,78.76106194690266,113.0,4.2,27.0,Đông,Đang cập nhật,3,3,3,Bán nhà cấp 4 hẻm nội bộ 6 m đg Trần Văn Ơn cách biễn 1 phút đi bộ diện tích 113 m² giá 8ty900,https://alonhadat.com.vn/ban-nha-cap-4-hem-noi-bo-6m-dg-tran-van-on-cach-bien-1-phut-di-bo-dt-113m2-gia-8ty900-18149863.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lê Đức Thọ,Đường Lê Đức Thọ - 2 phòng ngủ 2 toilet 65 m² - tầng cao view thoáng - giá 2 tỷ 50 triệu * tiện ích nội khu. tận hưởng không gian thoáng m...... << xem chi tiết >> 20m32 tầng2 phòng ngủchỗ để xe giá: 2,2.05,31.53846153846154,65.0,6.0,11.0,Tây,Đang cập nhật,32,2,2,Bán nhanh căn hộ 2pn phú tài residences - full nội thất,https://alonhadat.com.vn/ban-nhanh-can-ho-2pn-phu-tai-residences-gia-tot-16426651.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Mai Xuân Thưởng,Đường Mai Xuân Thưởng,3.15,58.333333333333336,54.0,4.5,13.0,Đông,Đang cập nhật,2,3,3,***cty bds sang land mở ban nhà cần bán địa chỉ:nội bộ ôtô đậu trước nhà mai xuân thưở,https://alonhadat.com.vn/-cty-bds-sang-land-mo-ban-nha-can-ban-dia-chi-noi-bo-oto-dau-truoc-nha-mai-xuan-thuo-11275937.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Trần Hưng Đạo,Đường Trần Hưng Đạo,3.0,34.09090909090909,88.0,0.0,0.0,Tây,Sổ đỏ,5,3,2,Simona heights view biển quy nhơn - sổ đỏ lâu dài - miễn phí 3 năm phí quản lý,https://alonhadat.com.vn/-simona-heights-quy-nhon-cham-dinh-song-moi--15903061.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Bế Văn Đàn,Đường Bế Văn Đàn 155 m² và 78 m² hôm nay 👉👉 căn 1: nhà cấp 4 Bế Văn Đàn diện tích: 78 m² ngang 5 m tây bắc giá bán: 6 tỷ chốt bán 👉👉 căn 2: nhà cấp 4 diện tích: 155 m² ngang 10 m tây bắc giá bán: 12 tỷ sát bên biển,6.0,76.92307692307692,78.0,5.0,15.6,Chưa xác định,Đang cập nhật,3,2,3,Bán nhà mặt tiền đường Bế Văn Đàn 155 m² và 78 m²,https://alonhadat.com.vn/ban-nha-mat-tien-duong-be-van-dan-76m2-16482308.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Nguyễn Huệ,Đường Nguyễn Huệ,2.1,32.30769230769231,65.0,0.0,0.0,Chưa xác định,Đang cập nhật,24,2,1,"Bán căn hộ tms 5 trực view biển, căn góc tầng 15.. 2pn.. 65 m² full nội thất - 2,1 tỷ",https://alonhadat.com.vn/chu-ban-nhanh-can-ho-tms-5-sao-truc-dien-bien-full-noi-that-2pn-can-goc-tang-24-2-550-ty-12231064.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Hoàng Văn Thụ,Đường Hoàng Văn Thụ,1.29,18.428571428571427,70.0,0.0,0.0,Chưa xác định,Đang cập nhật,17,2,2,Bán căn hộ xuân thuỷ lock c ( Hoàng Văn Thụ) 1290 triệu 70 m² nhà mới 100% đã có sổ,https://alonhadat.com.vn/ban-can-ho-xuan-thuy-lock-c-hoang-van-thu-1090-trieu-70m2-nha-moi-100-da-co-so-13490413.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Huỳnh Thúc Kháng,Đường Huỳnh Thúc Kháng phường thị nại quy nhơn. giá tốt nhất. hôm nay bán nhà 3 tầng mặt tiền đường Huỳnh Thúc Kháng phường thị nại quy nhơn. thông tin chi tiết trình làng tuyệt tác nhiều cảm xúc - nhà 3 tầng mặt tiền đường Huỳnh Thúc Kháng 👉 mở bán căn nhà 3 tầng: 3 phòng ngủ (có phò...... << xem chi tiết >> 12m3 tầng3 phòng ngủchỗ để xe giá: 6,6.95,99.28571428571429,70.0,4.0,18.0,Chưa xác định,Đang cập nhật,3,3,3,Bán nhà 3 tầng mặt tiền đường Huỳnh Thúc Kháng phường thị nại quy nhơn. giá tốt nhất.,https://alonhadat.com.vn/ban-nha-3-tang-mat-tien-duong-huynh-thuc-khang-phuong-thi-nai-quy-nhon-gia-tot-nhat--18282030.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Trần Quang Diệu,Đường Trần Quang Diệu,16.5,82.5,200.0,10.0,20.0,Đông,Sổ đỏ,4,6,4,"Bán biệt thự đường Trần Quang Diệu, diện tích 200 m², giá 16.5 tỷ",https://alonhadat.com.vn/ban-biet-thu-duong-tran-quang-dieu-dt-200m2-gia-16-5-ty-18045735.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,D10,Đường D10,8.7,65.41353383458646,133.0,0.0,0.0,Chưa xác định,Đang cập nhật,3,5,4,Bán căn vila khu đô thi xanh kim cúc - quy nhơn - cách biển 300 m,https://alonhadat.com.vn/ban-can-vila-khu-do-thi-xanh-kim-cuc-quy-nhon-cach-bien-300m-17150895.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Thành Thái,Đường Thành Thái,5.9,69.41176470588235,85.0,5.2,18.0,Đông,Đang cập nhật,3,2,3,Bán nhà mặt tiền nguyễn trường tộ – trung tâm quy nhơn,https://alonhadat.com.vn/chu-ngop-giam-sau-mat-bien-nhon-ly-xa-nhon-ly-dt-220m2-mat-bien-17m-15223674.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Đình Thụ,Đường Nguyễn Đình Thụ 87 m² hôm nay 🔥 nhà mặt tiền Nguyễn Đình Thụ – gần biển,7.5,86.20689655172414,87.0,6.0,14.5,Chưa xác định,Đang cập nhật,2,10,3,Bán nhà mặt tiền đường Nguyễn Đình Thụ 87 m²,https://alonhadat.com.vn/ban-nha-mat-tien-duong-tran-hung-dao-gan-nha-tho-quy-duc-105m2-8372226.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Đường 31 tháng 3 diện tích 34 m² hôm nay bán nhà 3 mê mặt tiền đường 31 tháng 3 vị trí nằm ngay sát biển,5.85,172.05882352941177,34.0,5.8,5.7,Tây,Đang cập nhật,3,2,3,Bán nhà mặt tiền đường 31 tháng 3 diện tích 34 m²,https://alonhadat.com.vn/ban-nha-4-tang-mat-tien-duong-phan-boi-chau-76m2-11405165.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Không rõ,Đường lộ giới 16 m diện tích 200mv ngang 10 m hướng bắc sổ đỏ chính chủ giá 10 tỷ 990 triệu bớt xíu đỉnh hiện trạng giao nhà thô 3 mê vị trí...... << xem chi tiết >> 16m3 tầng5 phòng ngủ giá: 10,10.999,54.995,200.0,10.0,20.0,Bắc,Sổ đỏ,3,5,4,Cần bán căn biêt thự khu đại phú gia dien tích 200mv giá 10 tỷ 990,https://alonhadat.com.vn/can-ban-can-biet-thu-khu-dai-phu-gia-dien-tich-200mv-gia-10-ty-990-18671169.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,6.0,85.71428571428571,70.0,5.0,14.0,Tây,Đang cập nhật,4,4,4,Kdt phú gia royal park: kdt mới cho người giàu tại trung tâm quy nhơn,https://alonhadat.com.vn/kdt-phu-gia-royal-park-kdt-moi-cho-nguoi-giau-tai-trung-tam-quy-nhon-17484293.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Đống Đa,Đường Đống Đa,1.55,51.666666666666664,30.0,4.5,13.0,Đông,Sổ đỏ,3,1,3,"Bán nhà cấp 4 hẻm 41/ đông đa, cách đg chính tầm 30 m diện tích 30 m² giá 1ty550",https://alonhadat.com.vn/ban-lo-dat-mt-duong-nguyen-hoang-dt-75m2-gia-3ty800-huong-dong-nam-10720233.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,DS9,Đường DS9 - hướng đông bắc - diện tích 110 m2,2.7,24.545454545454547,110.0,5.0,22.0,Chưa xác định,Đang cập nhật,0,0,0,"Bán lô đất - hướng công viên, đông bắc khu đông chợ dinh",https://alonhadat.com.vn/ban-lo-dat-huong-cong-vien-dong-bac-khu-dong-cho-dinh-18655213.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Không rõ,Đường ngay vòng xoay trung tâm sầm uất. - pháp lý: c...... << xem chi tiết >> 30 tầng2 phòng ngủ giá: 2,2.35,33.57142857142857,70.0,7.6,9.0,Chưa xác định,Đang cập nhật,30,2,2,Cắt lỗ sâu bán nhanh căn góc 2 phòng ngủ grand center quy nhơn giá 2 tỷ350,https://alonhadat.com.vn/cat-lo-sau-ban-nhanh-can-goc-2-phong-ngu-grand-center-quy-nhon-gia-2-ty350-17962613.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Không rõ,Không rõ,3.85,38.5,100.0,5.5,14.0,Đông,Đang cập nhật,0,0,0,"(to rẻ) bán đất mặt tiền lộ giới rộng 16 m +diện tích 78m² ngang5,5 m chỉ 3 tê 8xz, +hướng đông n",https://alonhadat.com.vn/-ngon-ban-nha-mat-tien-view-cong-vien-dang-lo-quy-nhon-dt-100m-ngang5m-gia-chi-4-5-te-18582391.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Huyện Phù Cát,Không rõ,Không rõ,1.6,10.666666666666666,150.0,6.0,25.0,Đông,Đang cập nhật,0,0,0,"Mở bán lô đất thị trấn cát tiến, huyện phù cát, tỉnh bình định.",https://alonhadat.com.vn/mo-ban-lo-dat-thi-tran-cat-tien-huyen-phu-cat-tinh-binh-dinh--14116957.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học,2.85,63.333333333333336,45.0,4.1,11.0,Chưa xác định,Đang cập nhật,2,3,3,"Bán nhà ôm góc 2 mặt hẻm Nguyễn Thái Học ph Ngô Mây quy nhơn, 44,5 m², giá 2 ty xxz + gần c",https://alonhadat.com.vn/ban-nha-om-goc-2-mat-hem-nguyen-thai-hoc-ph-ngo-may-quy-nhon-44-5m2-gia-2-ty-xxz-gan-c-18357774.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Không rõ,Không rõ,1.49,11.92,125.0,5.0,25.0,Tây,Đang cập nhật,0,0,0,"Bán đất diện tích 125 m² khu cẩm văn,phường nhơn hưng, tx an nhơn, bình định",https://alonhadat.com.vn/-ban-dat-dt-125m2-khu-cam-van-phuong-nhon-hung-tx-an-nhon-binh-dinh-18175482.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,An Dương Vương,Đường An Dương Vương 200m² cách biển 50 m giá bán: 24tỷ 21/05/2026 bán nhà biệt thự góc khu tây đường An Dương Vương 200m² cách biển 50 m giá bán: 24tỷ chủ cần chuyển nhượng biệt thự góc hai mặt tiền tại khu tây đường An Dương Vương,24.0,120.0,200.0,11.0,18.0,Đông,Đang cập nhật,3,4,4,Bán nhà biệt thự góc khu tây đường An Dương Vương 200m² cách biển 50 m giá bán: 24tỷ,https://alonhadat.com.vn/ban-nha-biet-thu-goc-khu-tay-duong-an-duong-vuong-200m-cach-bien-50m-gia-ban-24ty-16215102.html
